Gene_id	Z_score
Tb11.12.0019	-0.53
Tb927.10.13060	-0.53
Tb927.10.850	-0.53
Tb09.160.1120	-0.53
Tb927.10.16130	-0.53
Tb09.211.1800	-0.53
Tb927.6.3310	-0.53
Tb927.8.5700	-0.52
Tb927.8.3500	-0.52
Tb11.02.0350	-0.52
Tb09.211.3700	-0.52
Tb927.5.2540	-0.51
Tb09.211.1380	-0.51
Tb927.10.10310	-0.51
Tb927.4.4090	-0.51
Tb927.10.5440	-0.51
Tb927.2.2270	-0.51
Tb927.4.5060	-0.51
Tb927.3.920	-0.51
Tb927.10.960	-0.51
Tb927.3.5670	-0.51
Tb927.1.2985	-0.51
Tb927.4.2330	-0.50
Tb927.2.5480	-0.50
Tb09.244.0340	-0.50
Tb927.5.350	-0.50
Tb927.1.3890	-0.50
Tb11.02.0960	-0.50
Tb927.5.4010	-0.50
Tb927.7.7300	-0.50
Tb927.8.5220	-0.50
Tb09.160.4600	-0.50
Tb927.10.10160	-0.49
Tb927.2.4390	-0.49
Tb927.10.14060	-0.49
Tb927.6.3210	-0.49
Tb11.03.0460	-0.49
Tb11.01.4690	-0.49
Tb927.4.4680	-0.49
Tb927.6.3760	-0.48
Tb927.8.7520	-0.48
Tb927.8.5460	-0.48
Tb11.02.3550	-0.48
Tb927.6.2070	-0.48
Tb927.2.2530	-0.48
Tb11.55.0015	-0.48
Tb927.10.7770	-0.48
Tb927.5.2390	-0.47
Tb927.10.14270	-0.47
Tb927.10.14020	-0.47
Tb927.10.15450	-0.47
Tb927.2.5220	-0.47
Tb927.10.2350	-0.47
Tb927.8.3200	-0.47
Tb927.1.2990	-0.47
Tb927.10.2730	-0.47
Tb927.8.3140	-0.46
Tb927.7.5370	-0.46
Tb927.6.4030	-0.46
Tb927.7.6900	-0.46
Tb927.10.2150	-0.46
Tb11.02.3950	-0.46
Tb927.10.3820	-0.46
Tb927.10.2570	-0.46
Tb927.1.4160	-0.46
Tb927.8.5280	-0.46
Tb927.10.2910	-0.45
Tb927.4.550	-0.45
Tb927.3.3050	-0.45
Tb11.12.0015	-0.45
Tb11.01.5290	-0.45
Tb927.6.3140	-0.45
Tb09.211.2670	-0.45
Tb927.10.10230	-0.45
Tb09.211.0260	-0.44
Tb11.44.0012	-0.44
Tb927.3.1430	-0.44
Tb927.4.3340	-0.44
Tb927.10.400	-0.44
Tb927.4.5080	-0.44
Tb927.3.2050	-0.44
Tb09.211.2540	-0.44
Tb11.01.5560	-0.44
Tb927.7.6890	-0.44
Tb11.01.1750	-0.43
Tb927.10.5270	-0.43
Tb927.6.3850	-0.43
Tb927.6.2980	-0.43
Tb927.1.3410	-0.43
Tb11.01.1150	-0.43
Tb927.4.690	-0.43
Tb927.2.2180	-0.43
Tb927.5.1820	-0.43
Tb927.7.850	-0.43
Tb927.4.4110	-0.42
Tb927.6.4540	-0.42
Tb927.10.8960	-0.42
Tb11.01.3380	-0.42
Tb927.3.3470	-0.42
Tb11.01.4580	-0.42
Tb927.5.3730	-0.42
Tb927.6.4630	-0.42
Tb11.01.1215	-0.41
Tb927.6.3830	-0.41
Tb09.211.3440	-0.41
Tb927.10.350	-0.41
Tb927.7.1380	-0.41
Tb927.10.690	-0.41
Tb927.6.4090	-0.41
Tb927.4.2460	-0.40
Tb11.02.0260	-0.40
Tb927.3.2480	-0.40
Tb927.7.5850	-0.40
Tb927.8.8300	-0.40
Tb11.52.0009	-0.40
Tb927.6.2650	-0.40
Tb927.10.8140	-0.40
Tb11.02.5520	-0.39
Tb927.10.1820	-0.39
Tb927.7.4410	-0.39
Tb927.7.610	-0.39
Tb11.01.2180	-0.39
Tb927.10.3560	-0.39
Tb927.4.3920	-0.39
Tb927.8.2490	-0.39
Tb927.6.1330	-0.39
Tb11.01.8085	-0.39
Tb927.7.180	-0.39
Tb11.02.1240	-0.39
Tb927.7.5900	-0.38
Tb927.10.5960	-0.38
Tb927.3.4000	-0.38
Tb11.01.6870	-0.38
Tb11.01.0900	-0.38
Tb927.6.3030	-0.38
Tb927.5.2100	-0.38
Tb11.02.0530	-0.38
Tb927.8.5470	-0.38
Tb927.8.6490	-0.37
Tb09.160.5280	-0.37
Tb927.7.7220	-0.37
Tb927.2.690	-0.37
Tb927.3.3520	-0.37
Tb11.01.3760	-0.37
Tb927.5.2840	-0.37
Tb927.6.460	-0.37
Tb927.8.8190	-0.37
Tb927.1.540	-0.37
Tb927.10.6420	-0.36
Tb11.01.3060	-0.36
Tb927.10.1290	-0.36
Tb11.47.0016	-0.36
Tb927.1.570	-0.36
Tb927.8.7480	-0.36
Tb09.211.2370	-0.36
Tb927.8.3730	-0.36
Tb927.8.4670	-0.36
Tb11.03.0320	-0.36
Tb927.4.1950	-0.36
Tb927.10.6820	-0.36
Tb11.01.6150	-0.36
Tb11.02.2650	-0.35
Tb927.5.3940	-0.35
Tb927.8.2960	-0.35
Tb09.211.3390	-0.35
Tb927.10.3750	-0.35
Tb11.01.7320	-0.35
Tb927.4.1980	-0.35
Tb927.8.980	-0.35
Tb927.8.5480	-0.35
Tb927.1.3130	-0.35
Tb927.10.6970	-0.35
Tb927.6.3260	-0.34
Tb927.10.10250	-0.34
Tb927.8.3180	-0.34
Tb927.8.3270	-0.34
Tb11.01.0300	-0.34
Tb927.1.1880	-0.34
Tb09.211.3130	-0.34
Tb927.4.3450	-0.34
Tb927.7.5250	-0.34
Tb927.5.310	-0.34
Tb11.01.1780	-0.33
Tb09.211.2080	-0.33
Tb927.8.1140	-0.33
Tb11.03.0750	-0.33
Tb927.10.9050	-0.33
Tb11.01.4500	-0.32
Tb11.01.5440	-0.32
Tb927.4.1290	-0.32
Tb927.10.7270	-0.32
Tb927.8.8170	-0.32
Tb09.160.3990	-0.32
Tb927.8.7970	-0.32
Tb927.10.8180	-0.32
Tb927.2.2360	-0.32
Tb11.01.8760	-0.32
Tb11.01.0210	-0.31
Tb927.7.1820	-0.31
Tb927.8.6620	-0.31
Tb927.6.450	-0.31
Tb11.01.6835	-0.31
Tb11.01.2600	-0.31
Tb927.7.6410	-0.31
Tb927.8.5320	-0.30
Tb927.4.1280	-0.30
Tb09.211.3290	-0.30
Tb09.244.2780	-0.30
Tb927.4.5000	-0.30
Tb927.4.3190	-0.30
Tb11.01.7170	-0.30
Tb11.01.4520	-0.30
Tb927.10.11730	-0.30
Tb11.57.0077	-0.30
Tb927.3.4580	-0.30
Tb927.8.4290	-0.29
Tb927.3.5440	-0.29
Tb927.6.2820	-0.29
Tb927.7.2090	-0.29
Tb11.01.0150	-0.29
Tb927.10.2500	-0.29
Tb927.7.7500	-0.29
Tb11.01.6180	-0.28
Tb927.5.1090	-0.28
Tb927.6.3050	-0.28
Tb09.211.1350	-0.28
Tb927.5.3170	-0.28
Tb927.10.9640	-0.28
Tb927.8.5730	-0.28
Tb11.02.5120	-0.27
Tb09.211.4270	-0.27
Tb927.8.8110	-0.27
Tb927.4.5010	-0.27
Tb11.01.5185	-0.27
Tb927.5.2150	-0.27
Tb11.01.2190	-0.27
Tb927.7.6320	-0.27
Tb11.02.3330	-0.27
Tb927.6.1310	-0.26
Tb927.3.2810	-0.26
Tb927.10.15840	-0.26
Tb927.4.3240	-0.26
Tb927.6.4120	-0.26
Tb927.10.15550	-0.26
Tb11.12.0017	-0.26
Tb927.3.5650	-0.26
Tb927.7.6700	-0.26
Tb927.6.1760	-0.26
Tb927.10.9400	-0.26
Tb09.211.1600	-0.26
Tb927.7.1020	-0.25
Tb927.7.1540	-0.25
Tb927.10.15920	-0.25
Tb11.03.0940	-0.25
Tb11.02.4310	-0.25
Tb927.5.4400	-0.25
Tb927.10.13470	-0.25
Tb927.2.4445	-0.25
Tb927.7.1080	-0.25
Tb927.10.15710	-0.24
Tb927.4.4650	-0.24
Tb927.8.3420	-0.24
Tb927.5.3180	-0.24
Tb11.52.0014	-0.24
Tb927.5.4160	-0.24
Tb927.8.3390	-0.24
Tb11.01.6310	-0.24
Tb11.01.5470	-0.24
Tb927.10.15170	-0.24
Tb927.3.3910	-0.24
Tb927.10.5710	-0.23
Tb927.10.15160	-0.23
Tb927.3.1970	-0.23
Tb09.211.0710	-0.23
Tb927.3.1260	-0.23
Tb09.142.0440	-0.23
Tb927.8.1060	-0.23
Tb927.8.3190	-0.23
Tb927.2.5930	-0.23
Tb927.10.11050	-0.23
Tb927.10.12600	-0.22
Tb927.7.4000	-0.22
Tb927.5.1660	-0.22
Tb11.02.1120	-0.22
Tb927.10.14550	-0.22
Tb09.244.2850	-0.22
Tb927.3.660	-0.22
Tb11.12.0018	-0.22
Tb927.2.3420	-0.22
Tb09.211.4380	-0.21
Tb11.02.1420	-0.21
Tb927.8.670	-0.21
Tb11.01.6715	-0.21
Tb11.01.5640	-0.21
Tb927.4.2940	-0.21
Tb927.7.5880	-0.21
Tb11.01.5610	-0.21
Tb927.4.5390	-0.21
Tb927.10.5430	-0.20
Tb927.8.5130	-0.20
Tb927.3.5020	-0.20
Tb927.3.680	-0.20
Tb927.10.3740	-0.20
Tb11.02.3710	-0.20
Tb927.4.2090	-0.20
Tb09.160.5010	-0.20
Tb11.01.8150	-0.20
Tb927.3.640	-0.20
Tb927.7.3660	-0.19
Tb09.211.3730	-0.19
Tb927.6.2490	-0.19
Tb11.02.3170	-0.19
Tb927.1.1630	-0.19
Tb927.6.950	-0.19
Tb927.4.570	-0.19
Tb927.4.1570	-0.19
Tb927.4.4550	-0.18
Tb927.7.3760	-0.18
Tb11.50.0006	-0.18
Tb09.160.2110	-0.18
Tb927.1.270	-0.18
Tb927.3.5380	-0.18
Tb927.7.2460	-0.18
Tb11.03.0420	-0.18
Tb927.8.6420	-0.18
Tb927.5.2380	-0.18
Tb927.5.3470	-0.18
Tb927.8.4270	-0.18
Tb11.01.7200	-0.18
Tb927.3.4970	-0.17
Tb927.1.1770	-0.17
Tb927.10.4170	-0.17
Tb927.10.6690	-0.17
Tb09.211.1680	-0.16
Tb927.3.3970	-0.16
Tb11.52.0016	-0.16
Tb927.8.4030	-0.16
Tb927.10.14440	-0.16
Tb09.160.5650	-0.16
Tb927.10.11120	-0.16
Tb927.7.550	-0.16
Tb927.1.1730	-0.16
Tb09.211.0400	-0.15
Tb927.3.2140	-0.15
Tb927.3.2590	-0.15
Tb11.01.2930	-0.15
Tb927.5.660	-0.15
Tb09.211.3430	-0.15
Tb927.4.3020	-0.15
Tb927.10.4830	-0.15
Tb11.01.0290	-0.15
Tb927.7.4310	-0.15
Tb11.03.0780	-0.14
Tb927.8.7010	-0.14
Tb927.5.3530	-0.14
Tb927.8.7760	-0.14
Tb927.7.6240	-0.14
Tb927.10.12270	-0.14
Tb927.10.10100	-0.13
Tb11.01.5120	-0.13
Tb11.02.4740	-0.13
Tb927.6.3980	-0.13
Tb11.01.5080	-0.13
Tb927.1.1640	-0.13
Tb09.211.3990	-0.12
Tb11.01.5550	-0.12
Tb11.02.2200	-0.12
Tb927.10.9620	-0.12
Tb927.4.2580	-0.12
Tb927.10.3870	-0.11
Tb927.5.1550	-0.11
Tb11.01.4460	-0.11
Tb09.160.5480	-0.11
Tb927.4.1650	-0.11
Tb09.160.4620	-0.11
Tb11.52.0015	-0.11
Tb11.03.0960	-0.11
Tb927.7.7010	-0.11
Tb927.10.14860	-0.11
Tb927.4.980	-0.11
Tb927.8.3930	-0.10
Tb11.01.2820	-0.10
Tb927.1.2110	-0.10
Tb927.7.210	-0.09
Tb927.5.2810	-0.09
Tb11.02.4490	-0.09
Tb927.10.6840	-0.09
Tb927.10.5630	-0.09
Tb11.02.0520	-0.09
Tb09.160.1280	-0.09
Tb927.1.580	-0.08
Tb11.01.3820	-0.08
Tb927.1.2780	-0.08
Tb927.10.7290	-0.08
Tb927.10.11410	-0.08
Tb927.8.3240	-0.08
Tb11.01.1190	-0.08
Tb927.10.16060	-0.08
Tb927.10.11700	-0.08
Tb927.1.1350	-0.08
Tb927.6.2260	-0.07
Tb09.160.0390	-0.07
Tb927.8.4390	-0.07
Tb927.10.8890	-0.07
Tb11.02.4470	-0.06
Tb927.2.2580	-0.06
Tb11.01.6620	-0.05
Tb927.7.2520	-0.05
Tb927.7.3220	-0.05
Tb11.03.0570	-0.05
Tb09.211.1650	-0.05
Tb11.01.6050	-0.05
Tb927.5.4510	-0.05
Tb927.6.960	-0.05
Tb11.02.2720	-0.05
Tb927.4.4690	-0.04
Tb11.01.7130	-0.04
Tb927.3.1280	-0.04
Tb927.5.830	-0.03
Tb11.42.0002	-0.03
Tb11.01.2410	-0.03
Tb11.12.0005	-0.03
Tb927.10.12860	-0.02
Tb927.10.8580	-0.02
Tb927.7.7000	-0.02
Tb11.47.0035	-0.02
Tb09.211.1400	-0.02
Tb927.10.410	-0.02
Tb09.160.5230	-0.02
Tb11.01.7340	-0.02
Tb927.7.5870	-0.02
Tb927.8.4440	-0.02
Tb927.10.6370	-0.01
Tb927.4.3060	-0.01
Tb927.3.2780	-0.01
Tb927.4.3140	-0.01
Tb11.47.0024	-0.01
Tb11.01.6930	-0.01
Tb927.7.6430	-0.01
Tb09.211.2880	-0.01
Tb927.10.3320	-0.01
Tb927.1.1790	-0.01
Tb927.3.4530	-0.01
Tb927.3.4600	0.00
Tb927.4.2250	0.00
Tb09.211.2780	0.00
Tb09.211.0910	0.00
Tb927.6.1180	0.00
Tb927.8.7210	0.00
Tb927.10.14190	0.00
Tb11.02.4260	0.01
Tb927.10.10010	0.01
Tb11.01.0520	0.01
Tb11.03.0490	0.01
Tb927.3.840	0.01
Tb927.1.4020	0.01
Tb927.8.3220	0.01
Tb927.3.910	0.01
Tb11.02.1480	0.02
Tb09.160.4440	0.02
Tb11.01.5260	0.02
Tb927.6.4620	0.02
Tb927.3.3460	0.02
Tb927.7.5570	0.02
Tb927.3.1880	0.02
Tb927.10.2690	0.02
Tb927.2.5280	0.02
Tb927.5.460	0.02
Tb11.02.0670	0.02
Tb927.8.7470	0.02
Tb927.8.6780	0.02
Tb11.02.3570	0.02
Tb11.v4.0008	0.02
Tb927.5.3200	0.02
Tb927.2.5050	0.03
Tb09.v1.0400	0.03
Tb11.02.1750	0.03
Tb927.6.5010	0.03
Tb927.5.1330	0.03
Tb927.10.13330	0.03
Tb11.18.0009	0.04
Tb11.50.0002	0.04
Tb11.02.0600	0.04
Tb927.8.8120	0.05
Tb927.8.2230	0.05
Tb09.160.2010	0.05
Tb927.8.3230	0.05
Tb09.211.1300	0.05
Tb927.3.4400	0.05
Tb11.01.0910	0.05
Tb927.2.3660	0.05
Tb927.10.11090	0.05
Tb927.10.1790	0.05
Tb927.8.2460	0.05
Tb927.5.1370	0.06
Tb11.01.5570	0.06
Tb927.7.1920	0.06
Tb927.7.6470	0.07
Tb927.10.1580	0.07
Tb927.7.2600	0.07
Tb927.10.5080	0.07
Tb927.7.3180	0.07
Tb927.2.3080	0.08
Tb927.2.5020	0.08
Tb11.02.3400	0.08
Tb927.6.3070	0.08
Tb927.7.5680	0.08
Tb11.01.7150	0.08
Tb927.1.2750	0.08
Tb09.211.3980	0.08
Tb11.02.3390	0.08
Tb927.8.3970	0.08
Tb09.160.2260	0.08
Tb927.3.1870	0.09
Tb927.4.3940	0.09
Tb11.02.0820	0.09
Tb927.10.14320	0.09
Tb927.8.3050	0.09
Tb927.8.4520	0.09
Tb927.7.4530	0.09
Tb927.3.4430	0.09
Tb927.10.3430	0.09
Tb11.02.1150	0.09
Tb927.5.590	0.10
Tb927.6.2570	0.10
Tb927.7.2800	0.10
Tb927.10.10670	0.10
Tb11.02.2190	0.10
Tb927.10.13930	0.10
Tb11.01.0230	0.10
Tb927.10.14930	0.10
Tb927.2.5260	0.10
Tb927.10.8260	0.10
Tb927.7.6400	0.11
Tb09.211.0460	0.11
Tb927.8.2040	0.11
Tb927.7.3290	0.11
Tb927.8.1070	0.11
Tb927.10.7030	0.12
Tb927.8.1740	0.12
Tb11.02.5460	0.12
Tb927.10.2000	0.12
Tb927.10.3700	0.12
Tb927.5.4470	0.12
Tb927.8.4240	0.12
Tb11.01.6320	0.12
Tb927.10.6280	0.12
Tb11.03.0700	0.13
Tb11.01.1490	0.13
Tb927.2.6200	0.13
Tb11.02.5710	0.13
Tb11.01.4020	0.13
Tb927.8.7100	0.13
Tb927.3.1250	0.13
Tb11.03.0725	0.13
Tb927.8.1750	0.13
Tb11.01.3590	0.13
Tb927.4.4590	0.14
Tb11.55.0023	0.14
Tb927.3.5160	0.14
Tb927.10.4860	0.14
Tb927.7.2530	0.14
Tb927.10.12080	0.14
Tb927.6.1780	0.14
Tb09.244.2640	0.14
Tb09.211.3955	0.14
Tb927.7.780	0.15
Tb11.01.8740	0.15
Tb927.5.2930	0.15
Tb11.01.4680	0.15
Tb11.01.1740	0.15
Tb927.4.2750	0.15
Tb927.2.4750	0.15
Tb927.8.6360	0.15
Tb927.3.800	0.15
Tb09.211.3670	0.15
Tb11.02.1690	0.15
Tb11.02.2930	0.15
Tb11.02.4690	0.15
Tb927.8.6770	0.16
Tb927.3.1980	0.16
Tb927.7.7410	0.16
Tb11.01.1120	0.16
Tb927.10.15280	0.16
Tb927.3.3390	0.16
Tb927.1.2150	0.16
Tb927.10.4250	0.16
Tb11.01.7190	0.16
Tb09.211.0430	0.16
Tb927.4.4730	0.16
Tb927.1.5240	0.16
Tb927.2.2830	0.17
Tb927.2.3400	0.17
Tb927.1.1470	0.17
Tb927.8.1300	0.17
Tb927.8.3330	0.17
Tb927.10.5800	0.17
Tb927.6.2960	0.17
Tb11.01.4850	0.17
Tb927.10.7510	0.17
Tb927.4.4400	0.18
Tb11.02.1490	0.18
Tb927.7.6300	0.18
Tb927.7.7060	0.18
Tb927.10.6630	0.18
Tb09.160.0930	0.18
Tb11.01.3710	0.19
Tb11.02.4210	0.19
Tb09.211.3760	0.19
Tb09.211.4030	0.19
Tb927.8.8310	0.19
Tb927.10.7650	0.19
Tb927.7.4160	0.20
Tb927.7.1550	0.20
Tb09.211.4000	0.20
Tb927.7.5430	0.20
Tb927.10.5210	0.20
Tb927.6.220	0.20
Tb11.01.3750	0.20
Tb927.10.670	0.20
Tb927.3.1140	0.20
Tb927.3.2490	0.21
Tb927.5.3620	0.21
Tb927.4.580	0.21
Tb927.8.850	0.21
Tb09.211.1330	0.21
Tb927.5.710	0.21
Tb927.7.3960	0.21
Tb927.10.10990	0.21
Tb927.5.2270	0.22
Tb927.8.5110	0.22
Tb927.10.940	0.22
Tb927.10.11260	0.22
Tb927.8.5050	0.22
Tb927.10.7020	0.22
Tb927.4.4750	0.22
Tb09.211.1050	0.22
Tb927.7.4800	0.22
Tb927.8.4460	0.23
Tb09.211.4110	0.23
Tb927.10.10300	0.23
Tb927.4.1000	0.23
Tb927.10.9210	0.23
Tb927.8.540	0.23
Tb927.3.4420	0.23
Tb927.10.4850	0.23
Tb927.4.4340	0.24
Tb11.55.0016	0.24
Tb927.10.14690	0.24
Tb927.3.5260	0.24
Tb927.10.2510	0.24
Tb927.10.12160	0.24
Tb11.01.2570	0.24
Tb09.211.3810	0.24
Tb927.2.5190	0.24
Tb927.10.12460	0.24
Tb927.10.7920	0.24
Tb927.3.4650	0.25
Tb927.10.9270	0.25
Tb927.7.930	0.25
Tb927.10.11100	0.25
Tb11.01.4210	0.25
Tb09.211.0890	0.25
Tb927.7.6290	0.26
Tb927.3.3370	0.26
Tb11.01.2610	0.26
Tb927.4.1350	0.26
Tb927.3.2650	0.26
Tb927.8.1280	0.26
Tb11.01.6900	0.26
Tb11.01.1710	0.26
Tb927.8.8140	0.26
Tb11.02.0010	0.27
Tb09.244.1950	0.27
Tb927.10.11450	0.27
Tb927.3.1680	0.27
Tb927.4.1240	0.27
Tb927.3.2010	0.27
Tb927.5.2680	0.27
Tb11.01.4490	0.27
Tb927.8.2440	0.27
Tb927.6.2210	0.28
Tb11.01.4701	0.28
Tb11.18.0001	0.28
Tb927.6.1000	0.28
Tb11.03.0060	0.29
Tb927.4.780	0.29
Tb927.6.2130	0.29
Tb09.211.0190	0.29
Tb927.7.310	0.29
Tb927.8.4430	0.29
Tb927.10.11430	0.29
Tb927.10.12640	0.29
Tb11.01.5190	0.29
Tb11.01.4750	0.30
Tb927.7.3020	0.30
Tb09.211.3420	0.30
Tb927.8.6040	0.30
Tb927.7.1230	0.30
Tb927.5.3840	0.30
Tb927.8.1470	0.30
Tb927.4.4700	0.30
Tb11.01.4220	0.30
Tb927.8.4350	0.31
Tb927.6.2230	0.31
Tb927.4.480	0.31
Tb927.10.2630	0.31
Tb927.8.1920	0.31
Tb927.7.3860	0.31
Tb11.02.4220	0.31
Tb927.4.860	0.31
Tb927.5.1620	0.31
Tb927.4.3710	0.31
Tb11.02.4510	0.31
Tb927.10.7900	0.31
Tb927.5.4340	0.32
Tb927.7.4730	0.32
Tb11.01.7590	0.32
Tb927.10.6250	0.32
Tb09.211.1530	0.32
Tb927.10.2360	0.32
Tb09.160.2050	0.32
Tb927.10.13240	0.33
Tb11.46.0003	0.33
Tb927.5.3130	0.33
Tb927.6.3000	0.34
Tb927.1.1720	0.34
Tb927.7.4750	0.34
Tb11.01.2695	0.34
Tb927.10.16040	0.34
Tb927.6.4940	0.34
Tb927.4.2820	0.34
Tb927.8.3210	0.34
Tb11.02.4400	0.34
Tb927.7.6440	0.34
Tb927.4.1590	0.34
Tb927.8.3690	0.34
Tb11.02.2770	0.35
Tb11.01.6660	0.35
Tb927.10.150	0.35
Tb11.01.4300	0.35
Tb11.02.2950	0.35
Tb927.3.5370	0.35
Tb927.5.430	0.35
Tb11.01.0640	0.35
Tb927.8.8090	0.35
Tb927.8.1020	0.35
Tb927.5.3920	0.36
Tb927.2.5870	0.36
Tb927.8.2260	0.36
Tb927.4.1140	0.36
Tb927.8.6110	0.36
Tb11.03.0280	0.36
Tb11.01.8550	0.36
Tb927.7.3540	0.36
Tb927.10.12180	0.36
Tb927.3.5080	0.36
Tb927.7.5910	0.36
Tb11.01.4060	0.37
Tb11.47.0031	0.37
Tb927.4.2990	0.37
Tb927.10.13020	0.37
Tb927.2.1470	0.37
Tb927.8.920	0.37
Tb927.6.1070	0.37
Tb11.01.2900	0.37
Tb927.10.9510	0.38
Tb927.10.14220	0.38
Tb11.01.3730	0.38
Tb927.5.1780	0.38
Tb927.4.3650	0.38
Tb09.v1.0350	0.38
Tb927.5.1420	0.38
Tb927.2.5900	0.38
Tb11.03.0890	0.38
Tb09.211.1360	0.38
Tb09.160.0500	0.38
Tb11.02.1564	0.39
Tb927.10.4160	0.39
Tb927.2.4700	0.39
Tb927.10.11790	0.39
Tb927.8.1310	0.39
Tb927.10.6450	0.39
Tb927.10.15580	0.39
Tb927.4.1440	0.40
Tb927.6.2460	0.40
Tb11.01.8280	0.40
Tb927.10.2280	0.40
Tb927.10.4050	0.40
Tb927.8.6230	0.40
Tb927.5.3300	0.40
Tb927.1.3810	0.40
Tb927.4.5440	0.40
Tb09.211.1500	0.40
Tb927.1.2730	0.41
Tb927.1.110	0.41
Tb11.02.5690	0.41
Tb09.160.0400	0.41
Tb927.7.1010	0.41
Tb11.02.4130	0.42
Tb927.10.8930	0.42
Tb11.02.5740	0.42
Tb927.3.2380	0.42
Tb927.6.1640	0.42
Tb927.5.2950	0.42
Tb927.7.4210	0.42
Tb927.8.7420	0.42
Tb927.3.2830	0.42
Tb11.01.6470	0.43
Tb927.6.2600	0.43
Tb09.211.3330	0.43
Tb927.3.1940	0.43
Tb927.4.1810	0.43
Tb927.5.3550	0.43
Tb927.8.3790	0.43
Tb09.211.2550	0.43
Tb11.01.3810	0.43
Tb927.1.400	0.43
Tb927.4.2430	0.43
Tb927.5.2460	0.43
Tb11.02.0120	0.43
Tb09.160.4560	0.44
Tb927.5.910	0.44
Tb11.01.4370	0.44
Tb927.8.7550	0.44
Tb927.7.840	0.44
Tb927.10.8560	0.44
Tb11.02.2070	0.44
Tb11.02.2360	0.44
Tb11.01.2650	0.45
Tb927.4.2970	0.45
Tb927.1.1080	0.45
Tb927.3.4280	0.45
Tb927.6.2240	0.45
Tb927.10.15950	0.45
Tb11.01.4280	0.45
Tb927.10.14290	0.45
Tb927.3.3190	0.45
Tb927.5.3100	0.45
Tb927.10.11070	0.46
Tb11.02.5610	0.46
Tb927.7.7420	0.46
Tb927.6.590	0.46
Tb927.1.4830	0.46
Tb927.10.1500	0.46
Tb927.10.10810	0.46
Tb927.4.4300	0.46
Tb927.8.5340	0.46
Tb11.01.8590	0.46
Tb11.01.1730	0.46
Tb927.7.750	0.47
Tb927.10.3200	0.47
Tb927.8.4610	0.47
Tb11.01.6070	0.47
Tb11.03.0690	0.47
Tb09.211.2110	0.47
Tb11.22.0010	0.47
Tb927.10.5310	0.47
Tb11.01.2470	0.47
Tb927.6.3730	0.48
Tb927.4.2420	0.48
Tb927.10.2400	0.48
Tb11.02.3065	0.48
Tb927.8.6210	0.48
Tb927.10.2720	0.48
Tb09.160.1670	0.48
Tb09.160.0570	0.48
Tb927.4.2910	0.48
Tb927.10.6750	0.48
Tb927.10.9100	0.48
Tb927.10.2080	0.48
Tb927.10.5810	0.48
Tb927.7.4550	0.49
Tb09.160.5080	0.49
Tb927.10.1680	0.49
Tb927.10.4980	0.49
Tb927.5.1880	0.49
Tb927.7.320	0.49
Tb927.5.2560	0.49
Tb09.v1.0390	0.49
Tb11.02.4140	0.50
Tb09.160.3850	0.50
Tb927.10.13420	0.50
Tb11.01.4070	0.50
Tb927.10.2610	0.50
Tb09.160.4480	0.50
Tb11.02.0790	0.50
Tb927.8.510	0.51
Tb927.6.1120	0.51
Tb927.8.1550	0.51
Tb09.211.4670	0.51
Tb927.8.6050	0.51
Tb11.01.2210	0.51
Tb927.8.7750	0.51
Tb09.160.0910	0.51
Tb927.1.4730	0.52
Tb927.4.4610	0.52
Tb11.01.5020	0.52
Tb927.8.3350	0.52
Tb09.160.1820	0.52
Tb927.8.2590	0.52
Tb927.3.3360	0.52
Tb927.8.2680	0.52
Tb927.4.440	0.52
Tb11.02.2420	0.52
Tb927.10.8640	0.52
Tb927.8.6520	0.52
Tb11.18.0005	0.52
Tb927.8.7190	0.52
Tb11.55.0022	0.52
Tb927.7.1470	0.53
Tb11.02.2020	0.53
Tb927.7.7030	0.53
Tb11.01.5900	0.53
Tb927.10.5700	0.53
Tb927.7.5710	0.53
Tb927.1.830	0.53
Tb09.244.2840	0.53
Tb927.10.1410	0.53
Tb927.5.3570	0.53
Tb927.10.6670	0.53
Tb11.02.0580	0.53
Tb927.8.2450	0.54
Tb11.03.0520	0.54
Tb927.10.10660	0.54
Tb11.01.5200	0.54
Tb927.8.7330	0.54
Tb11.02.4640	0.54
Tb09.211.1810	0.55
Tb927.6.3300	0.55
Tb927.8.2380	0.55
Tb927.3.2960	0.55
Tb09.160.5320	0.55
Tb11.02.2310	0.55
Tb11.01.7080	0.55
Tb927.7.760	0.56
Tb09.160.5180	0.56
Tb927.10.3530	0.56
Tb11.01.7350	0.56
Tb927.2.4850	0.56
Tb09.v1.0970	0.56
Tb927.10.7530	0.57
Tb927.3.1000	0.57
Tb927.8.2060	0.57
Tb927.10.11600	0.57
Tb927.3.770	0.57
Tb927.1.4450	0.57
Tb927.7.3210	0.57
Tb09.211.0485	0.57
Tb11.01.7890	0.57
Tb927.4.1670	0.57
Tb927.10.16160	0.57
Tb927.10.2040	0.57
Tb927.10.14110	0.57
Tb927.3.2090	0.58
Tb11.01.6520	0.58
Tb927.5.1980	0.58
Tb927.10.3210	0.58
Tb927.8.1690	0.58
Tb927.7.4840	0.58
Tb11.02.5240	0.58
Tb927.10.9430	0.58
Tb11.02.4380	0.59
Tb11.18.0004	0.59
Tb04.24M18.150	0.59
Tb927.3.2260	0.59
Tb927.10.6320	0.59
Tb927.10.13710	0.59
Tb927.7.5310	0.59
Tb09.160.4090	0.60
Tb09.160.3050	0.60
